0.000999001 0.00894125 -0.00393994
0.001998 0.0177837 -0.00795157
0.002997 0.0265283 -0.0120369
0.003996 0.0351761 -0.0161979
0.004995 0.0437279 -0.0204369
0.00599401 0.0521848 -0.0247559
0.00699301 0.0605478 -0.0291575
0.00799201 0.0688177 -0.0336439
0.00899101 0.0769954 -0.0382177
0.00999001 0.0850819 -0.0428817
0.010989 0.0930781 -0.0476385
0.011988 0.100985 -0.052491
0.012987 0.108803 -0.0574424
0.013986 0.116534 -0.0624956
0.014985 0.124178 -0.0676542
0.015984 0.131736 -0.0729215
0.016983 0.139208 -0.0783012
0.017982 0.146597 -0.0837972
0.018981 0.153902 -0.0894135
0.01998 0.161125 -0.0951543
0.020979 0.168266 -0.101024
0.021978 0.175326 -0.107028
0.022977 0.182306 -0.11317
0.023976 0.189207 -0.119456
0.024975 0.196029 -0.125891
0.025974 0.202774 -0.132482
0.026973 0.209441 -0.139234
0.027972 0.216032 -0.146155
0.028971 0.222548 -0.15325
0.02997 0.228989 -0.160528
0.030969 0.235356 -0.167996
0.031968 0.24165 -0.175663
0.032967 0.247872 -0.183538
0.033966 0.254021 -0.19163
0.034965 0.2601 -0.19995
0.035964 0.266108 -0.208508
0.036963 0.272047 -0.217316
0.037962 0.277916 -0.226387
0.038961 0.283718 -0.235735
0.03996 0.289451 -0.245374
0.040959 0.295118 -0.255321
0.041958 0.300719 -0.265592
0.042957 0.306254 -0.276206
0.043956 0.311724 -0.287183
0.044955 0.317129 -0.298547
0.045954 0.322472 -0.31032
0.046953 0.327751 -0.322531
0.047952 0.332967 -0.335208
0.048951 0.338122 -0.348383
0.04995 0.343216 -0.362092
0.0509491 0.348249 -0.376377
0.0519481 0.353222 -0.391279
0.0529471 0.358136 -0.406851
0.0539461 0.362991 -0.423147
0.0549451 0.367787 -0.440232
0.0559441 0.372527 -0.458177
0.0569431 0.377209 -0.477065
0.0579421 0.381835 -0.49699
0.0589411 0.386404 -0.518063
0.0599401 0.390919 -0.540412
0.0609391 0.395378 -0.564187
0.0619381 0.399784 -0.589569
0.0629371 0.404135 -0.616772
0.0639361 0.408434 -0.64606
0.0649351 0.41268 -0.677754
0.0659341 0.416873 -0.712258
0.0669331 0.421015 -0.750089
0.0679321 0.425106 -0.791916
0.0689311 0.429147 -0.838636
0.0699301 0.433137 -0.891486
0.0709291 0.437077 -0.952241
0.0719281 0.440969 -1.02358
0.0729271 0.444812 -1.10981
0.0739261 0.448607 -1.2186
0.0749251 0.452354 -1.36562
0.0759241 0.456054 -1.59213
0.0769231 0.459707 -2.10178
0.0779221 0.463314 -2.00383
0.0789211 0.466876 -1.55452
0.0799201 0.470391 -1.33695
0.0809191 0.473862 -1.19159
0.0819181 0.477289 -1.08203
0.0829171 0.480672 -0.993918
0.0839161 0.484011 -0.920109
0.0849151 0.487307 -0.856524
0.0859141 0.49056 -0.800613
0.0869131 0.493771 -0.750674
0.0879121 0.49694 -0.705515
0.0889111 0.500068 -0.66427
0.0899101 0.503154 -0.626287
0.0909091 0.506201 -0.591066
0.0919081 0.509206 -0.558211
0.0929071 0.512172 -0.52741
0.0939061 0.515099 -0.498404
0.0949051 0.517987 -0.470983
0.0959041 0.520836 -0.444972
0.0969031 0.523646 -0.420221
0.0979021 0.526419 -0.396604
0.0989011 0.529155 -0.374015
0.0999001 0.531853 -0.352358
0.100899 0.534514 -0.331554
0.101898 0.537139 -0.31153
0.102897 0.539729 -0.292225
0.103896 0.542282 -0.273583
0.104895 0.5448 -0.255554
0.105894 0.547283 -0.238096
0.106893 0.549732 -0.221167
0.107892 0.552146 -0.204734
0.108891 0.554526 -0.188764
0.10989 0.556873 -0.173228
0.110889 0.559187 -0.158099
0.111888 0.561467 -0.143353
0.112887 0.563715 -0.128969
0.113886 0.565931 -0.114926
0.114885 0.568115 -0.101206
0.115884 0.570267 -0.087791
0.116883 0.572388 -0.074666
0.117882 0.574477 -0.0618162
0.118881 0.576536 -0.049228
0.11988 0.578565 -0.0368889
0.120879 0.580564 -0.0247873
0.121878 0.582532 -0.0129122
0.122877 0.584472 -0.00125344
0.123876 0.586382 0.0101984
0.124875 0.588263 0.0214524
0.125874 0.590115 0.0325167
0.126873 0.59194 0.0433992
0.127872 0.593736 0.0541072
0.128871 0.595504 0.0646478
0.12987 0.597245 0.0750273
0.130869 0.598958 0.0852521
0.131868 0.600645 0.0953278
0.132867 0.602305 0.10526
0.133866 0.603938 0.115054
0.134865 0.605546 0.124714
0.135864 0.607127 0.134246
0.136863 0.608683 0.143654
0.137862 0.610213 0.152941
0.138861 0.611719 0.162113
0.13986 0.613199 0.171172
0.140859 0.614655 0.180123
0.141858 0.616086 0.188968
0.142857 0.617493 0.197712
0.143856 0.618876 0.206357
0.144855 0.620236 0.214906
0.145854 0.621572 0.223363
0.146853 0.622885 0.231729
0.147852 0.624175 0.240008
0.148851 0.625442 0.248203
0.14985 0.626687 0.256314
0.150849 0.627909 0.264346
0.151848 0.629109 0.2723
0.152847 0.630288 0.280178
0.153846 0.631444 0.287982
0.154845 0.63258 0.295715
0.155844 0.633694 0.303377
0.156843 0.634787 0.310972
0.157842 0.635859 0.3185
0.158841 0.636911 0.325964
0.15984 0.637942 0.333364
0.160839 0.638953 0.340704
0.161838 0.639945 0.347983
0.162837 0.640916 0.355204
0.163836 0.641868 0.362368
0.164835 0.6428 0.369477
0.165834 0.643713 0.376531
0.166833 0.644608 0.383531
0.167832 0.645483 0.390481
0.168831 0.64634 0.397379
0.16983 0.647178 0.404228
0.170829 0.647998 0.411028
0.171828 0.6488 0.417781
0.172827 0.649584 0.424488
0.173826 0.650351 0.43115
0.174825 0.651099 0.437767
0.175824 0.651831 0.444341
0.176823 0.652545 0.450872
0.177822 0.653242 0.457362
0.178821 0.653923 0.463811
0.17982 0.654586 0.47022
0.180819 0.655233 0.47659
0.181818 0.655864 0.482922
0.182817 0.656479 0.489217
0.183816 0.657077 0.495474
0.184815 0.65766 0.501696
0.185814 0.658227 0.507882
0.186813 0.658778 0.514034
0.187812 0.659314 0.520152
0.188811 0.659835 0.526236
0.18981 0.66034 0.532288
0.190809 0.660831 0.538307
0.191808 0.661307 0.544296
0.192807 0.661768 0.550253
0.193806 0.662214 0.55618
0.194805 0.662647 0.562077
0.195804 0.663065 0.567944
0.196803 0.663469 0.573784
0.197802 0.663859 0.579594
0.198801 0.664235 0.585378
0.1998 0.664597 0.591133
0.200799 0.664946 0.596862
0.201798 0.665282 0.602565
0.202797 0.665604 0.608242
0.203796 0.665914 0.613894
0.204795 0.66621 0.61952
0.205794 0.666493 0.625122
0.206793 0.666764 0.6307
0.207792 0.667022 0.636254
0.208791 0.667267 0.641785
0.20979 0.6675 0.647292
0.210789 0.667721 0.652777
0.211788 0.66793 0.65824
0.212787 0.668126 0.663681
0.213786 0.668311 0.6691
0.214785 0.668484 0.674499
0.215784 0.668646 0.679876
0.216783 0.668796 0.685232
0.217782 0.668934 0.690569
0.218781 0.669061 0.695885
0.21978 0.669177 0.701182
0.220779 0.669282 0.70646
0.221778 0.669376 0.711718
0.222777 0.669459 0.716958
0.223776 0.669531 0.722179
0.224775 0.669593 0.727382
0.225774 0.669644 0.732567
0.226773 0.669685 0.737735
0.227772 0.669715 0.742885
0.228771 0.669735 0.748018
0.22977 0.669745 0.753134
0.230769 0.669745 0.758233
0.231768 0.669735 0.763316
0.232767 0.669715 0.768383
0.233766 0.669686 0.773433
0.234765 0.669647 0.778468
0.235764 0.669598 0.783488
0.236763 0.66954 0.788492
0.237762 0.669472 0.79348
0.238761 0.669395 0.798455
0.23976 0.669309 0.803414
0.240759 0.669214 0.808359
0.241758 0.66911 0.813289
0.242757 0.668997 0.818206
0.243756 0.668876 0.823108
0.244755 0.668745 0.827997
0.245754 0.668606 0.832872
0.246753 0.668459 0.837733
0.247752 0.668302 0.842582
0.248751 0.668138 0.847417
0.24975 0.667965 0.85224
0.250749 0.667784 0.85705
0.251748 0.667595 0.861847
0.252747 0.667398 0.866632
0.253746 0.667193 0.871405
0.254745 0.66698 0.876165
0.255744 0.666759 0.880914
0.256743 0.666531 0.885651
0.257742 0.666294 0.890376
0.258741 0.666051 0.89509
0.25974 0.665799 0.899792
0.260739 0.665541 0.904483
0.261738 0.665274 0.909163
0.262737 0.665001 0.913832
0.263736 0.66472 0.91849
0.264735 0.664433 0.923138
0.265734 0.664138 0.927775
0.266733 0.663836 0.932401
0.267732 0.663527 0.937017
0.268731 0.663212 0.941623
0.26973 0.662889 0.946219
0.270729 0.66256 0.950805
0.271728 0.662225 0.955381
0.272727 0.661882 0.959948
0.273726 0.661533 0.964504
0.274725 0.661178 0.969051
0.275724 0.660816 0.973589
0.276723 0.660448 0.978118
0.277722 0.660074 0.982637
0.278721 0.659693 0.987147
0.27972 0.659307 0.991648
0.280719 0.658914 0.99614
0.281718 0.658515 1.00062
0.282717 0.65811 1.0051
0.283716 0.657699 1.00956
0.284715 0.657283 1.01402
0.285714 0.656861 1.01847
0.286713 0.656433 1.02291
0.287712 0.655999 1.02734
0.288711 0.655559 1.03177
0.28971 0.655115 1.03618
0.290709 0.654664 1.04059
0.291708 0.654208 1.04499
0.292707 0.653747 1.04939
0.293706 0.65328 1.05377
0.294705 0.652808 1.05815
0.295704 0.652331 1.06252
0.296703 0.651849 1.06688
0.297702 0.651362 1.07123
0.298701 0.650869 1.07558
0.2997 0.650371 1.07992
0.300699 0.649869 1.08425
0.301698 0.649361 1.08858
0.302697 0.648849 1.0929
0.303696 0.648332 1.09721
0.304695 0.64781 1.10151
0.305694 0.647283 1.10581
0.306693 0.646751 1.1101
0.307692 0.646215 1.11438
0.308691 0.645675 1.11866
0.30969 0.645129 1.12293
0.310689 0.64458 1.12719
0.311688 0.644025 1.13145
0.312687 0.643467 1.1357
0.313686 0.642904 1.13995
0.314685 0.642336 1.14419
0.315684 0.641765 1.14842
0.316683 0.641189 1.15264
0.317682 0.640609 1.15686
0.318681 0.640025 1.16108
0.31968 0.639436 1.16529
0.320679 0.638844 1.16949
0.321678 0.638247 1.17368
0.322677 0.637647 1.17787
0.323676 0.637042 1.18206
0.324675 0.636434 1.18623
0.325674 0.635822 1.19041
0.326673 0.635205 1.19457
0.327672 0.634586 1.19873
0.328671 0.633962 1.20289
0.32967 0.633334 1.20704
0.330669 0.632703 1.21118
0.331668 0.632069 1.21532
0.332667 0.63143 1.21946
0.333666 0.630788 1.22359
0.334665 0.630143 1.22771
0.335664 0.629494 1.23183
0.336663 0.628841 1.23594
0.337662 0.628185 1.24005
0.338661 0.627526 1.24415
0.33966 0.626863 1.24825
0.340659 0.626197 1.25234
0.341658 0.625528 1.25642
0.342657 0.624855 1.26051
0.343656 0.624179 1.26458
0.344655 0.6235 1.26866
0.345654 0.622818 1.27272
0.346653 0.622132 1.27679
0.347652 0.621444 1.28084
0.348651 0.620752 1.2849
0.34965 0.620057 1.28894
0.350649 0.619359 1.29299
0.351648 0.618659 1.29703
0.352647 0.617955 1.30106
0.353646 0.617248 1.30509
0.354645 0.616539 1.30912
0.355644 0.615827 1.31314
0.356643 0.615111 1.31715
0.357642 0.614393 1.32116
0.358641 0.613672 1.32517
0.35964 0.612949 1.32917
0.360639 0.612222 1.33317
0.361638 0.611493 1.33717
0.362637 0.610762 1.34116
0.363636 0.610027 1.34514
0.364635 0.60929 1.34912
0.365634 0.60855 1.3531
0.366633 0.607808 1.35707
0.367632 0.607063 1.36104
0.368631 0.606316 1.36501
0.36963 0.605566 1.36897
0.370629 0.604814 1.37292
0.371628 0.604059 1.37688
0.372627 0.603302 1.38083
0.373626 0.602543 1.38477
0.374625 0.601781 1.38871
0.375624 0.601016 1.39265
0.376623 0.60025 1.39658
0.377622 0.599481 1.40051
0.378621 0.59871 1.40443
0.37962 0.597936 1.40835
0.380619 0.59716 1.41227
0.381618 0.596382 1.41619
0.382617 0.595602 1.42009
0.383616 0.59482 1.424
0.384615 0.594035 1.4279
0.385614 0.593249 1.4318
0.386613 0.59246 1.4357
0.387612 0.591669 1.43959
0.388611 0.590876 1.44347
0.38961 0.590081 1.44736
0.390609 0.589285 1.45124
0.391608 0.588486 1.45511
0.392607 0.587685 1.45899
0.393606 0.586882 1.46286
0.394605 0.586077 1.46672
0.395604 0.58527 1.47058
0.396603 0.584461 1.47444
0.397602 0.583651 1.4783
