     -77.932847     -110.22195     -135.30142     -151.53080     -157.84852     -153.84135     -139.77139     -116.55896     -85.722391     -49.278704     -9.6116898      30.684027      68.972697      102.74985      129.80612      148.37175      157.23236      155.80837      144.19294      123.14582      94.043710      58.790187      19.691189     -20.695814     -59.729100     -94.855495     -123.77738     -144.60296     -155.97004     -157.13510     -148.02192     -129.22660     -101.97855     -68.060069     -29.689766      10.622550      50.240043      86.571327      117.23997      140.23992      154.06676      157.81606      151.24259      134.77632      109.49431      77.050255      39.566331    -0.50563260
     -78.343124     -110.55989     -135.54496     -151.66406     -157.86284     -153.73583     -139.55299     -116.24201     -85.327668     -48.832078     -9.1424217      31.145193      69.395548      103.10668      130.07354      148.53222      157.27533      155.73100      144.00022      122.85032      93.664704      58.352422      19.223250     -21.163366     -60.165732     -95.232694     -124.07052     -144.79292     -156.04444     -157.08911     -147.85861     -128.95670     -101.61976     -67.635907     -29.228022      11.091625      50.685718      86.964402      117.55468      140.45564      154.16933      157.79873      151.10643      134.53020      109.15427      76.638496      39.109737    -0.97724419
     -78.752728     -110.89687     -135.78732     -151.79600     -157.87577     -153.62897     -139.33336     -115.92404     -84.932199     -48.385029     -8.6730832      31.606073      69.817773      103.46258      130.33979      148.69136      157.31690      155.65222      143.80621      122.55371      93.284853      57.914125      18.755128     -21.630743     -60.601839     -95.609057     -124.36257     -144.98160     -156.11745     -157.04174     -147.69400     -128.68566     -101.26007     -67.211141     -28.766015      11.560604      51.130946      87.356708      117.86836      140.67012      154.27053      157.77999      150.96893      134.28288      108.81326      76.226057      38.652797     -1.4488453
     -79.161656     -111.23288     -136.02849     -151.92660     -157.88732     -153.52075     -139.11251     -115.60505     -84.535987     -47.937561     -8.2036785      32.066660      70.239366      103.81756      130.60488      148.84916      157.35705      155.57205      143.61090      122.25600      92.904160      57.475301      18.286826     -22.097938     -61.037419     -95.984578     -124.65352     -145.16899     -156.18909     -156.99297     -147.52807     -128.41347     -100.89948     -66.785777     -28.303750      12.029484      51.575723      87.748241      118.18099      140.88335      154.37037      157.75985      150.83009      134.03437      108.47129      75.812941      38.195514     -1.9204318
     -79.569906     -111.56793     -136.26848     -152.05588     -157.89748     -153.41119     -138.89044     -115.28505     -84.139037     -47.489679     -7.7342119      32.526952      70.660325      104.17160      130.86879      149.00563      157.39580      155.49048      143.41431      121.95719      92.522628      57.035953      17.818350     -22.564949     -61.472467     -96.359257     -124.94337     -145.35511     -156.25934     -156.94282     -147.36083     -128.14015     -100.53799     -66.359816     -27.841231      12.498260      52.020045      88.138998      118.49257      141.09533      154.46884      157.73831      150.68991      133.78467      108.12835      75.399153      37.737893     -2.3919995
     -79.977473     -111.90201     -136.50727     -152.18382     -157.90626     -153.30028     -138.66715     -114.96403     -83.741352     -47.041387     -7.2646879      32.986944      71.080645      104.52470      131.13153      149.16077      157.43313      155.40752      143.21643      121.65728      92.140260      56.596084      17.349703     -23.031772     -61.906980     -96.733088     -125.23211     -145.53993     -156.32820     -156.89127     -147.19229     -127.86568     -100.17560     -65.933264     -27.378462      12.966928      52.463908      88.528974      118.80310      141.30606      154.56593      157.71538      150.54839      133.53378      107.78445      74.984695      37.279937     -2.8635442
     -80.384355     -112.23512     -136.74488     -152.31044     -157.91365     -153.18802     -138.44264     -114.64201     -83.342935     -46.592688     -6.7951107      33.446632      71.500322      104.87686      131.39309      149.31457      157.46905      155.32316      143.01726      121.35628      91.757060      56.155700      16.880889     -23.498401     -62.340953     -97.106070     -125.51976     -145.72347     -156.39568     -156.83832     -147.02244     -127.59008     -99.812326     -65.506123     -26.915446      13.435485      52.907309      88.918167      119.11259      141.51554      154.66166      157.69104      150.40554      133.28170      107.43960      74.569571      36.821652     -3.3350618
     -80.790547     -112.56726     -136.98129     -152.43572     -157.91966     -153.07442     -138.21692     -114.31899     -82.943791     -46.143588     -6.3254847      33.906012      71.919353      105.22808      131.65347      149.46702      157.50356      155.23742      142.81681      121.05418      91.373031      55.714804      16.411912     -23.964834     -62.774383     -97.478198     -125.80629     -145.90572     -156.46178     -156.78399     -146.85128     -127.31334     -99.448161     -65.078399     -26.452188      13.903925      53.350242      89.306574      119.42101      141.72376      154.75601      157.66530      150.26135      133.02844      107.09379      74.153786      36.363040     -3.8065481
     -81.196048     -112.89842     -137.21651     -152.55966     -157.92429     -152.95948     -137.98998     -113.99496     -82.543923     -45.694090     -5.8558142      34.365078      72.337733      105.57835      131.91267      149.61814      157.53666      155.15027      142.61508      120.75100      90.988177      55.273399      15.942777     -24.431065     -63.207267     -97.849469     -126.09172     -146.08668     -156.52649     -156.72827     -146.67882     -127.03548     -99.083111     -64.650094     -25.988693      14.372245      53.792705      89.694190      119.72838      141.93073      154.84899      157.63816      150.11582      132.77400      106.74703      73.737342      35.904106     -4.2779990
     -81.600852     -113.22860     -137.45053     -152.68227     -157.92753     -152.84319     -137.76184     -113.66993     -82.143335     -45.244199     -5.3861036      34.823828      72.755459      105.92768      132.17068      149.76792      157.56835      155.06174      142.41206      120.44673      90.602500      54.831489      15.473487     -24.897091     -63.639599     -98.219880     -126.37603     -146.26635     -156.58982     -156.67116     -146.50506     -126.75648     -98.717179     -64.221212     -25.524963      14.840441      54.234694      90.081012      120.03468      142.13644      154.94059      157.60963      149.96896      132.51838      106.39932      73.320244      35.444854     -4.7494102
