              0     0.25365437     0.49071717     0.69568208     0.85514231     0.95866754     0.99948617     0.97492825     0.88660011     0.74027931     0.54553672     0.31511048    0.064072814    -0.19115586    -0.43388101    -0.64822592    -0.82017027    -0.93846715    -0.99537874    -0.98718244    -0.91441438    -0.78183432    -0.59811435    -0.37527162    -0.12788232     0.12787179     0.37526178     0.59810584     0.78182770     0.91441008     0.98718075     0.99537976     0.93847082     0.82017634     0.64823400     0.43389057     0.19116628   -0.064062222    -0.31510041    -0.54552782    -0.74027217    -0.88659520    -0.97492589    -0.99948651    -0.95867056    -0.85514782    -0.69568971    -0.49072642    -0.25366464 -1.0614359E-05     0.25364411      0.0000000
      0.0000000     0.23561075     0.45573034     0.64588729     0.79366747     0.88942866     0.92693117     0.90374606     0.82141394     0.68534427     0.50446146     0.29062117    0.057834829    -0.17864690    -0.40333161    -0.60149857    -0.76016154    -0.86891828    -0.92063090    -0.91189279    -0.84325142    -0.71917254    -0.54774811    -0.34016692    -0.10998281     0.12777192     0.35756978     0.56440374     0.73476885     0.85754558     0.92472716     0.93194333     0.87874617     0.76863938     0.60884916     0.40985151     0.18468696   -0.051892327    -0.28438759    -0.49756720    -0.67746294    -0.81228372    -0.89318681    -0.91485623    -0.87585051    -0.77869692    -0.62972622    -0.43865851    -0.21796749    0.017935510     0.25364411      0.0000000
      0.0000000     0.23543116     0.45529347     0.64503540     0.79227064     0.88739325     0.92420595     0.90032551     0.81733865     0.68069819     0.49936646     0.28522901    0.052317209    -0.18410955    -0.40856200    -0.60633411    -0.76446506    -0.87258695    -0.92360303    -0.91415185    -0.84482717    -0.72013908    -0.54821903    -0.34028795    -0.10992226     0.12783415     0.35745393     0.56394194     0.73381607     0.85598912     0.92249400     0.92900486     0.87512006     0.76438842     0.60407712     0.40469633     0.17931172   -0.057310110    -0.28966757    -0.50253802    -0.68197348    -0.81621299    -0.89645186    -0.91741764    -0.87771493    -0.77991671    -0.63039599    -0.43890901    -0.21795701    0.018031407     0.25364411      0.0000000
      0.0000000     0.23524960     0.45485283     0.64417819     0.79086731     0.88535061     0.92147329     0.89689786     0.81325708     0.67604715     0.49426819     0.27983557    0.046800469    -0.18956915    -0.41378726    -0.61116270    -0.76876014    -0.87624617    -0.92656519    -0.91640099    -0.84639356    -0.72109731    -0.54868315    -0.34040399    -0.10985873     0.12789726     0.35733694     0.56347718     0.73285884     0.85442714     0.92025472     0.92606022     0.87148826     0.76013276     0.59930181     0.39953965     0.17393698   -0.062725278    -0.29494286    -0.50750226    -0.68647584    -0.82013287    -0.89970680    -0.91996873    -0.87956937    -0.78112737    -0.63105796    -0.43915339    -0.21794238    0.018129382     0.25364411      0.0000000
      0.0000000     0.23506608     0.45440841     0.64331566     0.78945749     0.88330077     0.91873322     0.89346312     0.80916928     0.67139119     0.48916672     0.27444091    0.041284667    -0.19502563    -0.41900733    -0.61598428    -0.77304675    -0.87989589    -0.92951736    -0.91864016    -0.84795056    -0.72204723    -0.54914044    -0.34051502    -0.10979222     0.12796127     0.35721883     0.56300948     0.73189718     0.85285965     0.91800936     0.92310944     0.86785082     0.75587245     0.59452327     0.39438152     0.16856281   -0.068137778    -0.30021342    -0.51245987    -0.69096997    -0.82404332    -0.90295159    -0.92250948    -0.88141383    -0.78232891    -0.63171213    -0.43939166    -0.21792358    0.018229436     0.25364411      0.0000000
      0.0000000     0.23488058     0.45396023     0.64244783     0.78804120     0.88124376     0.91598577     0.89002134     0.80507528     0.66673037     0.48406209     0.26904510    0.035769860    -0.20047893    -0.42422216    -0.62079880    -0.77732484    -0.88353608    -0.93245950    -0.92086934    -0.84949815    -0.72298881    -0.54959090    -0.34062105    -0.10972272     0.12802618     0.35709960     0.56253885     0.73093109     0.85128667     0.91575793     0.92015255     0.86420776     0.75160752     0.58974155     0.38922199     0.16318924   -0.073547559    -0.30547918    -0.51741079    -0.69545582    -0.82794430    -0.90618621    -0.92503987    -0.88324828    -0.78352130    -0.63235848    -0.43962381    -0.21790062    0.018331568     0.25364411      0.0000000
      0.0000000     0.23469311     0.45350828     0.64157471     0.78661845     0.87917959     0.91323098     0.88657255     0.80097514     0.66206472     0.47895436     0.26364818    0.030256104    -0.20592900    -0.42943170    -0.62560620    -0.78159435    -0.88716669    -0.93539156    -0.92308851    -0.85103631    -0.72392205    -0.55003451    -0.34072204    -0.10965022     0.12809200     0.35697926     0.56206529     0.72996059     0.84970822     0.91350046     0.91718960     0.86055913     0.74733802     0.58495670     0.38406112     0.15781634   -0.078954567    -0.31074011    -0.52235499    -0.69993335    -0.83183578    -0.90941062    -0.92755987    -0.88507269    -0.78470455    -0.63299700    -0.43984984    -0.21787349    0.018435777     0.25364411      0.0000000
      0.0000000     0.23450368     0.45305258     0.64069631     0.78518927     0.87710828     0.91046887     0.88311679     0.79686890     0.65739430     0.47384358     0.25825021    0.024743457    -0.21137579    -0.43463590    -0.63040645    -0.78585526    -0.89078769    -0.93831353    -0.92529763    -0.85256502    -0.72484691    -0.55047127    -0.34081801    -0.10957471     0.12815874     0.35685782     0.56158883     0.72898571     0.84812432     0.91123699     0.91422060     0.85690497     0.74306399     0.58016877     0.37889895     0.15244416   -0.084358749    -0.31599615    -0.52729241    -0.70440252    -0.83571771    -0.91262478    -0.93006946    -0.88688706    -0.78587862    -0.63362770    -0.44006974    -0.21784220    0.018542064     0.25364411      0.0000000
      0.0000000     0.23431229     0.45259313     0.63981263     0.78375367     0.87502986     0.90769947     0.87965410     0.79275659     0.65271916     0.46872980     0.25285124    0.019231977    -0.21681923    -0.43983468    -0.63519948    -0.79010750    -0.89439903    -0.94122535    -0.92749667    -0.85408425    -0.72576340    -0.55090115    -0.34090893    -0.10949619     0.12822640     0.35673529     0.56110947     0.72800645     0.84653500     0.90896753     0.91124560     0.85324531     0.73878548     0.57537780     0.37373554     0.14707275   -0.089760055    -0.32124725    -0.53222301    -0.70886329    -0.83959007    -0.91582867    -0.93256861    -0.88869137    -0.78704352    -0.63425056    -0.44028351    -0.21780675    0.018650427     0.25364411      0.0000000
      0.0000000     0.23411893     0.45212993     0.63892368     0.78231166     0.87294436     0.90492281     0.87618452     0.78863827     0.64803935     0.46361308     0.24745134    0.013721721    -0.22225927    -0.44502801    -0.63998524    -0.79435103    -0.89800067    -0.94412701    -0.92968561    -0.85559398    -0.72667148    -0.55132414    -0.34099481    -0.10941465     0.12829499     0.35661168     0.56062723     0.72702283     0.84494027     0.90669212     0.90826462     0.84958020     0.73450253     0.57058385     0.36857093     0.14170216   -0.095158430    -0.32649335    -0.53714673    -0.71331561    -0.84345281    -0.91902226    -0.93505730    -0.89048560    -0.78819923    -0.63486558    -0.44049116    -0.21776713    0.018760865     0.25364411      0.0000000
