      25000.000        2669782
      35000.000        3747655
      45000.000        4810748
      55000.000        5943391
      65000.000        7023209
      75000.000        8100611
      85000.000        9139391
      95000.000       10182038
      105000.00       11282246
      115000.00       12401833
      125000.00       13384289
      135000.00       14710901
      145000.00       15617027
      155000.00       16650199
      165000.00       17766558
      175000.00       18942550
      185000.00       19998983
      195000.00       20892113
      205000.00       21972234
      215000.00       23111662
      225000.00       24121977
      235000.00       25313658
      245000.00       26321401
      255000.00       27549249
      265000.00       28462104
      275000.00       29565153
      285000.00       30627530
      295000.00       31671893
      305000.00       32758742
      315000.00       34012141
      325000.00       34940067
      335000.00       36127961
      345000.00       37236852
      355000.00       38170007
      365000.00       39187814
      375000.00       40406905
      385000.00       41685506
      395000.00       42448067
      405000.00       43758089
      415000.00       44663123
      425000.00       45728972
      435000.00       47093011
      445000.00       47980953
      455000.00       48887702
      465000.00       50013146
      475000.00       50928511
      485000.00       52523282
      495000.00       53378891
      505000.00       54529775
      515000.00       55752237
      525000.00       56704497
      535000.00       57535728
      545000.00       58965411
      555000.00       59842660
      565000.00       60876435
      575000.00       61984449
      585000.00       63105832
      595000.00       64265981
      605000.00       65143730
      615000.00       66083587
      625000.00       67356033
      635000.00       68442271
      645000.00       69642547
      655000.00       70521206
      665000.00       71668545
      675000.00       72736780
      685000.00       73919572
      695000.00       74813161
      705000.00       76147738
      715000.00       77064981
      725000.00       77957898
      735000.00       79147579
      745000.00       80220465
      755000.00       81225538
      765000.00       82385874
      775000.00       83421294
      785000.00       84651361
      795000.00       85759758
      805000.00       86762361
      815000.00       87917734
      825000.00       88781676
      835000.00       89936707
      845000.00       91091986
      855000.00       92272598
      865000.00       93249530
      875000.00       94032499
      885000.00       95408324
      895000.00       96518816
      905000.00       97639978
      915000.00       98699292
      925000.00       99430246
      935000.00      100713081
      945000.00      101857230
      955000.00      102761298
      965000.00      103969927
      975000.00      105024960
      985000.00      105963993
      995000.00      107338949
