      25000.000        2671605
      35000.000        3744291
      45000.000        4802478
      55000.000        5944651
      65000.000        7026448
      75000.000        8096492
      85000.000        9132162
      95000.000       10174187
      105000.00       11281230
      115000.00       12393946
      125000.00       13381935
      135000.00       14710479
      145000.00       15599232
      155000.00       16647433
      165000.00       17762711
      175000.00       18940269
      185000.00       19997034
      195000.00       20882528
      205000.00       21968883
      215000.00       23107288
      225000.00       24130392
      235000.00       25311272
      245000.00       26316454
      255000.00       27544574
      265000.00       28459747
      275000.00       29564687
      285000.00       30623402
      295000.00       31668771
      305000.00       32754931
      315000.00       34006717
      325000.00       34938879
      335000.00       36121808
      345000.00       37232072
      355000.00       38164110
      365000.00       39182607
      375000.00       40404011
      385000.00       41685253
      395000.00       42458870
      405000.00       43746003
      415000.00       44672854
      425000.00       45718231
      435000.00       47089207
      445000.00       47979558
      455000.00       48889004
      465000.00       50003972
      475000.00       50933772
      485000.00       52514748
      495000.00       53384668
      505000.00       54528617
      515000.00       55749209
      525000.00       56705333
      535000.00       57523834
      545000.00       58958964
      555000.00       59828952
      565000.00       60874623
      575000.00       61985166
      585000.00       63100136
      595000.00       64245798
      605000.00       65146690
      615000.00       66076971
      625000.00       67355954
      635000.00       68441019
      645000.00       69644362
      655000.00       70518625
      665000.00       71662195
      675000.00       72734585
      685000.00       73918295
      695000.00       74808360
      705000.00       76139392
      715000.00       77061927
      725000.00       77963981
      735000.00       79146713
      745000.00       80207626
      755000.00       81225698
      765000.00       82387256
      775000.00       83423382
      785000.00       84657627
      795000.00       85758363
      805000.00       86732793
      815000.00       87917852
      825000.00       88776557
      835000.00       89930179
      845000.00       91082601
      855000.00       92264786
      865000.00       93247811
      875000.00       94041051
      885000.00       95402110
      895000.00       96533308
      905000.00       97640014
      915000.00       98692966
      925000.00       99412650
      935000.00      100709730
      945000.00      101852318
      955000.00      102759868
      965000.00      103977935
      975000.00      105028860
      985000.00      105958380
      995000.00      107330837
