      100.00000     -1.9985000     0.99960000
      200.00000     -1.9968500     0.99917500
      300.00000     -1.9979667     0.99948333
      400.00000     -1.9979250     0.99945000
      500.00000     -1.9975000     0.99936000
      600.00000     -1.9966167     0.99915000
      700.00000     -1.9974143     0.99933571
      800.00000     -1.9975250     0.99936250
      900.00000     -1.9974556     0.99934444
      1000.0000     -1.9974200     0.99935000
      1100.0000     -1.9964818     0.99910909
      1200.0000     -1.9967417     0.99917500
      1300.0000     -1.9972385     0.99928846
      1400.0000     -1.9974071     0.99933929
      1500.0000     -1.9970667     0.99925000
      1600.0000     -1.9975125     0.99936875
      1700.0000     -1.9973118     0.99931471
      1800.0000     -1.9970833     0.99925278
      1900.0000     -1.9973158     0.99931842
      2000.0000     -1.9967850     0.99918750
      2100.0000     -1.9970143     0.99924048
      2200.0000     -1.9970682     0.99925682
      2300.0000     -1.9971783     0.99927826
      2400.0000     -1.9972000     0.99929167
      2500.0000     -1.9971560     0.99927600
      2600.0000     -1.9971500     0.99927500
      2700.0000     -1.9970852     0.99925556
      2800.0000     -1.9972893     0.99931071
      2900.0000     -1.9974034     0.99933793
      3000.0000     -1.9972100     0.99929333
      3100.0000     -1.9970258     0.99922903
      3200.0000     -1.9971875     0.99928438
      3300.0000     -1.9971485     0.99927576
      3400.0000     -1.9972059     0.99929412
      3500.0000     -1.9967086     0.99915286
      3600.0000     -1.9971000     0.99925972
      3700.0000     -1.9971568     0.99928378
      3800.0000     -1.9971026     0.99926053
      3900.0000     -1.9971077     0.99926282
      4000.0000     -1.9972550     0.99930375
      4100.0000     -1.9971000     0.99925854
      4200.0000     -1.9971167     0.99926071
      4300.0000     -1.9973651     0.99933256
      4400.0000     -1.9969068     0.99920909
      4500.0000     -1.9974356     0.99934889
      4600.0000     -1.9972739     0.99930761
      4700.0000     -1.9972745     0.99930426
      4800.0000     -1.9971417     0.99927292
      4900.0000     -1.9974673     0.99935612
      5000.0000     -1.9971400     0.99926600
      5100.0000     -1.9974314     0.99934804
      5200.0000     -1.9972115     0.99929423
      5300.0000     -1.9972811     0.99930943
      5400.0000     -1.9969704     0.99923056
      5500.0000     -1.9970382     0.99924727
      5600.0000     -1.9971286     0.99926429
      5700.0000     -1.9973316     0.99932105
      5800.0000     -1.9973638     0.99932845
      5900.0000     -1.9967576     0.99917458
      6000.0000     -1.9970050     0.99923250
      6100.0000     -1.9972049     0.99928279
      6200.0000     -1.9973258     0.99931935
      6300.0000     -1.9970730     0.99925238
      6400.0000     -1.9969063     0.99921484
      6500.0000     -1.9971431     0.99926846
      6600.0000     -1.9970197     0.99923561
      6700.0000     -1.9968060     0.99917910
      6800.0000     -1.9970397     0.99924338
      6900.0000     -1.9971043     0.99926087
      7000.0000     -1.9970500     0.99924714
      7100.0000     -1.9972211     0.99929366
      7200.0000     -1.9972375     0.99928750
      7300.0000     -1.9972877     0.99930274
      7400.0000     -1.9969635     0.99922703
      7500.0000     -1.9972053     0.99928733
      7600.0000     -1.9973776     0.99933421
      7700.0000     -1.9972481     0.99930195
      7800.0000     -1.9972859     0.99930769
      7900.0000     -1.9971418     0.99927278
      8000.0000     -1.9973600     0.99932750
      8100.0000     -1.9973321     0.99932284
      8200.0000     -1.9972817     0.99930305
      8300.0000     -1.9973976     0.99933976
      8400.0000     -1.9973060     0.99931488
      8500.0000     -1.9971741     0.99927882
      8600.0000     -1.9970337     0.99924535
      8700.0000     -1.9970966     0.99926092
      8800.0000     -1.9971580     0.99927500
      8900.0000     -1.9971202     0.99926629
      9000.0000     -1.9971778     0.99927667
      9100.0000     -1.9972527     0.99930165
      9200.0000     -1.9972413     0.99929837
      9300.0000     -1.9973978     0.99934032
      9400.0000     -1.9972160     0.99929043
      9500.0000     -1.9970568     0.99925158
      9600.0000     -1.9973615     0.99932865
      9700.0000     -1.9971082     0.99925464
      9800.0000     -1.9973000     0.99931582
      9900.0000     -1.9971071     0.99926465
      10000.000     -1.9971890     0.99927450
      10100.000     -1.9972337     0.99929307
      10200.000     -1.9971990     0.99928725
      10300.000     -1.9973330     0.99932184
      10400.000     -1.9972038     0.99928558
      10500.000     -1.9970962     0.99925810
      10600.000     -1.9969415     0.99922075
      10700.000     -1.9971234     0.99926542
      10800.000     -1.9971630     0.99927546
      10900.000     -1.9972642     0.99930413
      11000.000     -1.9970382     0.99924182
      11100.000     -1.9971081     0.99925856
      11200.000     -1.9971187     0.99926652
      11300.000     -1.9973053     0.99931239
