      2.0000000     -1.7456204     0.75834045     0.91134092     0.40361302     0.91134092
      2.0100000     -1.7381513     0.78029132     0.90788444     0.43851517     0.90788444
      2.0200000     -1.7306714     0.79799575     0.90439387     0.47262625     0.90439387
      2.0300000     -1.7229187     0.81866141     0.90070984     0.50560350     0.90070984
      2.0400000     -1.7149647     0.83891626     0.89685813     0.54719155     0.89685813
      2.0500000     -1.7067307     0.86305995     0.89274617     0.59423025     0.89274617
      2.0600000     -1.6982669     0.88513192     0.88838485     0.65425086     0.88838485
      2.0700000     -1.6897518     0.90772560     0.88403829     0.71391911     0.88403829
      2.0800000     -1.6808599     0.93338028     0.87932348     0.76919262     0.87932348
      2.0900000     -1.6715387     0.96659564     0.87399867     0.89427536     0.87399867
      2.1000000     -1.6621811     0.98597472     0.86889626     0.95363283     0.86889626
      2.1100000     -1.6524470      1.0113054     0.86323661      1.0498277     0.86323661
      2.1200000     -1.6421350      1.0525304     0.85688248      1.2322190     0.85688248
      2.1300000     -1.6316495      1.0836333     0.85032092      1.3598063     0.85032092
      2.1400000     -1.6207689      1.1206886     0.84319394      1.5818711     0.84319394
      2.1500000     -1.6098167      1.1774771     0.83583384      1.8614819     0.83583384
      2.1600000     -1.5980300      1.2040843     0.82743153      2.1207594     0.82743153
      2.1700000     -1.5863014      1.2534567     0.81890265      2.4803221     0.81890265
      2.1800000     -1.5736401      1.3012741     0.80888877      3.0389707     0.80888877
      2.1900000     -1.5606222      1.3628172     0.79774501      3.7460500     0.79774501
      2.2000000     -1.5469240      1.4251194     0.78593255      4.5016851     0.78593255
      2.2100000     -1.5321388      1.5304345     0.77053878      6.7959598     0.77053878
      2.2200000     -1.5166185      1.6034873     0.75365286      8.3795518     0.75365286
      2.2300000     -1.5001287      1.6853116     0.73414960      11.072162     0.73414960
      2.2400000     -1.4819184      1.8757218     0.70510329      22.026460     0.70511061
      2.2500000     -1.4642079      1.9770894     0.40651943      32.251746     0.67911257
      2.2600000     -1.4412542      2.3251850    0.033399960      71.177800     0.62205125
      2.2700000     -1.4177402      2.4988145     0.35877442      116.09356     0.55599702
      2.2800000     -1.3938101      2.4769318     0.12268064      150.55898     0.47886036
      2.2900000     -1.3705852      2.3491473     0.12633488      152.92385     0.40633894
      2.3000000     -1.3497200      2.1305068   -0.010791375      144.49287     0.34388869
