      100.00000     -1.1101000    0.084700000
      200.00000     -1.1528500     0.28867500
      300.00000     -1.2436000     0.50626667
      400.00000     -1.2201750     0.44003750
      500.00000     -1.3065000     0.60331000
      600.00000     -1.2865167     0.55930833
      700.00000     -1.2420143     0.43807143
      800.00000     -1.2852750     0.55103750
      900.00000     -1.2816333     0.51659444
      1000.0000     -1.2306200     0.40237000
      1100.0000     -1.2730727     0.51376364
      1200.0000     -1.2361417     0.46543750
      1300.0000     -1.2354000     0.44520385
      1400.0000     -1.2545357     0.49385000
      1500.0000     -1.2185400     0.40755000
      1600.0000     -1.2617000     0.51156875
      1700.0000     -1.2109294     0.40098824
      1800.0000     -1.2784444     0.52805556
      1900.0000     -1.2659947     0.52333684
      2000.0000     -1.2401450     0.47916000
      2100.0000     -1.2118333     0.38731905
      2200.0000     -1.1835955     0.34222273
      2300.0000     -1.2149130     0.41446957
      2400.0000     -1.2255167     0.42536667
      2500.0000     -1.2750600     0.52261800
      2600.0000     -1.2553346     0.48852115
      2700.0000     -1.2226370     0.44618889
      2800.0000     -1.2684750     0.53645893
      2900.0000     -1.2596690     0.50627414
      3000.0000     -1.2341567     0.43460833
      3100.0000     -1.2613548     0.52258065
      3200.0000     -1.2165313     0.40803438
      3300.0000     -1.2184152     0.42176818
      3400.0000     -1.2432529     0.49087206
      3500.0000     -1.2341857     0.45398143
      3600.0000     -1.2320000     0.44345833
      3700.0000     -1.2139081     0.38461892
      3800.0000     -1.2454763     0.47364868
      3900.0000     -1.2365333     0.45124103
      4000.0000     -1.2433375     0.47946375
      4100.0000     -1.2251805     0.42200610
      4200.0000     -1.2484595     0.47356667
      4300.0000     -1.2530140     0.50125116
      4400.0000     -1.2572364     0.49730682
      4500.0000     -1.2497533     0.48263333
      4600.0000     -1.2519500     0.48990435
      4700.0000     -1.2223766     0.44988404
      4800.0000     -1.2341104     0.43401354
      4900.0000     -1.2396490     0.46004286
      5000.0000     -1.2061580     0.38764200
      5100.0000     -1.2480412     0.48856961
      5200.0000     -1.2215346     0.41940769
      5300.0000     -1.2397755     0.45694057
      5400.0000     -1.2175852     0.39465185
      5500.0000     -1.2572782     0.50942091
      5600.0000     -1.2393250     0.44949643
      5700.0000     -1.2420421     0.47702632
      5800.0000     -1.2235155     0.41640259
      5900.0000     -1.2430203     0.49155847
      6000.0000     -1.2396733     0.45606833
      6100.0000     -1.2605148     0.51589098
      6200.0000     -1.2319726     0.45155161
      6300.0000     -1.2355381     0.46031270
      6400.0000     -1.2401594     0.45763750
      6500.0000     -1.2279754     0.43436538
      6600.0000     -1.2219227     0.41578030
      6700.0000     -1.2408672     0.46673134
      6800.0000     -1.2392574     0.46425147
      6900.0000     -1.2400696     0.46580217
      7000.0000     -1.2184200     0.41762143
      7100.0000     -1.2328437     0.44915282
      7200.0000     -1.2401181     0.45500972
      7300.0000     -1.2378000     0.45206370
      7400.0000     -1.2360649     0.46063649
      7500.0000     -1.2336267     0.42720533
      7600.0000     -1.2280513     0.40962368
      7700.0000     -1.2355468     0.45448701
      7800.0000     -1.2306038     0.42310385
      7900.0000     -1.2522570     0.48467468
      8000.0000     -1.2431663     0.45942312
      8100.0000     -1.2509086     0.48752160
      8200.0000     -1.2230085     0.42936220
      8300.0000     -1.2300313     0.43914699
      8400.0000     -1.2418179     0.47193393
      8500.0000     -1.2311976     0.43397235
      8600.0000     -1.2469395     0.47465872
      8700.0000     -1.2421080     0.46850172
      8800.0000     -1.2173864     0.40870909
      8900.0000     -1.2492202     0.47388090
      9000.0000     -1.2505333     0.48860278
      9100.0000     -1.2324692     0.43094451
      9200.0000     -1.2429054     0.46376685
      9300.0000     -1.2336742     0.44142581
      9400.0000     -1.2464713     0.46780266
      9500.0000     -1.2432158     0.47245632
      9600.0000     -1.2469552     0.46478229
